 1,  1,  1,  1,  1, 73, 72, 72, 72, 72, 72, 72,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
 1,  1,  1,  1, 74, 77,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
 1,  1,  1, 74, 77,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
78, 78, 78, 77,  1,  1,  1,  1,  1,  1,  1,  1, 82,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
 1,  1,  1,  1,  1,  1,  1,  1,  1, 74, 70, 70, 70, 70, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
 1,  1,  1,  1,  1,  1,  1, 74, 70, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
 1,  1,  1,  1,  1, 74, 70, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
78, 78, 78, 78, 78, 72, 72, 72, 72, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
 2,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
 1,  1,  1,  1,  1,  1,  1,  1,  1, 76, 72, 72, 72, 72, 72, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
 1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 37,  1,  1, 76, 72, 72, 72, 72, 68, 68, 68, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 68
78, 78, 78, 75,  1,  1,  1,  1,  1,  1,  1,  1, 38,  1,  1, 41,  1,  1,  1,  1, 76, 72, 77,  1,  1,  1,  1,  1, 39,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
 1,  1,  1, 79,  1, 38,  1,  1,  1,  1,  1,  1, 39,  1,  1, 42,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
 1,  1,  1, 73, 70, 70, 70, 70, 70, 70, 75,  1, 40,  1,  1, 41,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
 1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 70, 70, 70, 70, 75,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
75,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 70, 70, 70, 70, 70, 70, 70, 75, 27, 27, 27, 80, 81, 27, 27, 80, 81, 27, 27, 80, 78, 78, 75,  1,  1, 73
71,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 79,  1,  1, 76
71,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 75,  1, 28, 29, 30,  1, 28, 29, 30,  1,  1,  1,  1, 82, 79,  1,  3,  1
71,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1, 31, 32, 33,  1, 31, 32, 33,  1,  1,  1, 83, 84, 79,  1,  1,  1
71,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1, 34, 35, 36,  1, 34, 35, 36,  1,  1,  1, 85, 86, 79,  1,  1,  1
71,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 68, 70, 70, 70
