72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72
 1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  3,  1
 1,  1,  1,  1, 83, 84,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 28, 30,  1,  1,  1,  1
 1,  1,  1,  1, 85, 86,  1,  1, 82,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 37,  1,  1,  1,  1, 34, 36,  1,  1,  1,  1
70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 78, 78, 78, 78, 81, 27, 27, 80, 78, 78, 78, 78, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1, 74, 75,  1,  1,  1,  1, 80, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 81, 27, 27, 27, 80, 72, 72, 81,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1, 69, 27, 69, 27, 69, 27, 27, 27, 80, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 80, 78, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71, 18, 19, 20, 18, 19, 20, 18, 19, 20, 18, 19, 20, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71, 21, 22, 23, 21, 22, 23, 21, 22, 23, 21, 22, 23, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71, 24, 25, 26, 24, 25, 74, 78, 78, 81, 24, 25, 26, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 71, 27, 27, 27, 80, 78, 77,  1,  1,  1,  1,  1,  1, 73, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
