68, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 69
71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 82,  1,  1,  1,  1,  1, 28, 30,  1,  1,  1,  1,  1,  1,  1, 73
71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 82,  1,  1,  1,  1,  1,  1,  1,  1, 83, 84,  1,  1, 39, 82,  1, 31, 33,  1,  1,  1, 82,  1,  1,  1, 73
71,  1,  1,  1,  1,  1,  1,  1,  1,  1, 83, 84,  1,  1,  1,  1, 82,  1,  1,  1, 83, 84,  1,  1,  1, 85, 86, 82,  1, 38, 83, 84, 82, 33,  1, 83, 84, 82,  1,  1, 82, 73
71, 82, 82, 82,  1,  1,  1, 82, 82, 82, 85, 86, 82, 82,  1, 82, 82,  1,  1,  1, 85, 86, 82,  1, 82, 82, 82, 82, 82, 82, 85, 86, 82, 82,  1, 85, 86, 82, 82, 82, 82, 73
68, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 81, 27, 27, 27, 27, 80, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 68
77,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 38,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 76
 2,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  3,  1
 1,  1,  1,  1,  1, 37,  1,  1,  1, 40,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
 1,  1, 28, 29, 29, 29, 30,  1,  1, 39,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 28, 29, 29, 29, 30,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
75,  1, 34, 35, 35, 35, 36,  1,  1, 41,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 34, 35, 35, 35, 36,  1,  1,  1,  1,  1, 42,  1,  1,  1,  1,  1, 74
68, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 81, 27, 27, 27, 27, 80, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 68
71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 82,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
71,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 28, 30,  1,  1, 82,  1, 83, 84,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
71,  1,  1,  1,  1,  1,  1,  1,  1, 82,  1,  1,  1, 31, 33,  1,  1, 83, 84, 85, 86,  1,  1,  1,  1, 28, 30,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 73
71,  1,  1,  1,  1,  1,  1, 82, 83, 84,  1,  1,  1, 31, 33,  1,  1, 85, 86, 82, 83, 84,  1,  1,  1, 31, 33,  1, 82,  1,  1,  1,  1, 83, 84,  1,  1,  1,  1,  1,  1, 73
71,  1,  1,  1,  1,  1, 82, 82, 85, 86, 82, 82,  1, 31, 33,  1, 83, 84,  1, 82, 85, 86, 82,  1,  1, 31, 33, 83, 84,  1,  1,  1, 82, 85, 86,  1,  1,  1, 82,  1,  1, 73
71,  1, 82,  1,  1, 82, 83, 84,  1, 82, 83, 84, 82, 31, 83, 84, 85, 86, 82, 82, 82, 82, 82,  1, 82, 82, 82, 85, 86, 82,  1,  1, 82, 82, 82,  1, 82, 83, 84,  1,  1, 73
71, 82, 82, 82,  1, 82, 85, 86,  1, 82, 85, 86, 82, 82, 85, 86, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82,  1, 82, 82, 82, 82, 82, 82, 82, 82, 82, 85, 86, 82,  1, 73
68, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 69
